from,to,vol
N04,G14,100
N04,G17,100
N04,H03,100
N04,H15,100
N04,I10,100
N04,I23,100
N04,J01,100
N04,J03,100
N04,J04,100
N04,J10,100
N04,J18,100
N04,K06,100
N04,K15,100
N04,K16,100
N04,K18,100
N04,L07,100
N04,L16,100
N04,M06,100
N04,M08,100
N04,M12,100
N04,M18,100
N04,N08,100
N04,N14,100
N04,O08,100
N04,O10,100
N04,O20,100
N04,P10,100
N04,P11,100
N04,P19,100
N04,P21,100
N05,A04,100
N05,A10,100
N05,A11,100
N05,A19,100
N05,B02,100
N05,B17,100
N05,B19,100
N05,C02,100
N05,C04,100
N05,C12,100
N05,C19,100
N05,C20,100
N05,D08,100
N05,D18,100
N05,E01,100
N05,E07,100
N05,E23,100
N05,E24,100
N05,F06,100
N05,F11,100
N05,F12,100
N05,F24,100
N05,G22,100
N05,G23,100
N05,G24,100
N05,H08,100
N05,H18,100
N05,H19,100
N05,H24,100
N05,I03,100
N05,I09,100
N05,I13,100
N05,I21,100
N05,J05,100
N05,J06,100
N05,J15,100
N05,J21,100
N05,J22,100
N05,K02,100
N05,K03,100
N05,K10,100
N05,K12,100
N05,L06,100
N05,L13,100
N05,L15,100
N05,L17,100
N05,M10,100
N05,M15,100
N05,M17,100
N05,N05,100
N05,N11,100
N05,N13,100
N05,N15,100
N05,O02,100
N05,O04,100
N05,O15,100
N05,P02,100
N05,P03,100
N05,P13,100
N05,P16,100
N06,A08,100
N06,A09,100
N06,A12,100
N06,A13,100
N06,A20,100
N06,A22,100
N06,A23,100
N06,B05,100
N06,B15,100
N06,B21,100
N06,B23,100
N06,C17,100
N06,D02,100
N06,D06,100
N06,D07,100
N06,D10,100
N06,D16,100
N06,D20,100
N06,E08,100
N06,F04,100
N06,F10,100
N06,F18,100
N06,G01,100
N06,G02,100
N06,G11,100
N06,H05,100
N06,H06,100
N06,H09,100
N06,H12,100
N06,H16,100
N06,H23,100
N06,I01,100
N06,I05,100
N06,I06,100
N06,I11,100
N06,I16,100
N06,I19,100
N06,J07,100
N06,J17,100
N06,J20,100
N06,J24,100
N06,K04,100
N06,K19,100
N06,K23,100
N06,K24,100
N06,L03,100
N06,L11,100
N06,L22,100
N06,M05,100
N06,M09,100
N06,M13,100
N06,M16,100
N06,M23,100
N06,N04,100
N06,N09,100
N06,N21,100
N06,O07,100
N06,O16,100
N06,O18,100
N06,P12,100
